"scrubbed_species_binomial","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","native_status","native_status_reason","native_status_sources","is_introduced","native_status_country","native_status_state_province","native_status_county_parish","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","observation_type"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.05488,-121.4936,1982-05-15,"GBIF","OBI","OBI","OBI",NA,4679,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,35.813721,-121.277702,1968-09-02,"GBIF","OBI","OBI","OBI",NA,4679,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.05219,-121.49601,1961-08-27,"GBIF","UCSB","UCSB","UCSB",NA,4856,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.05354,-121.4954,1982-04-23,"GBIF","UCSB","UCSB","UCSB",NA,4856,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.05361,-121.49222,1972-08-29,"GBIF","UCR","UCR","UCR",NA,4853,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.1938889991005,-121.577222,1974-06-27,"GBIF","CHSC","CHSC","CHSC","VascularPlants",4298,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.11785,-121.54319,1903-08-13,"GBIF","SD","SD","SD",NA,4760,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,35.767182,-121.270336,1969-06-18,"GBIF","OBI","OBI","OBI",NA,4679,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.213241,-121.678596,1969-09-09,"GBIF","OBI","OBI","OBI",NA,4679,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.051905,-121.496326,1978-07-30,"GBIF","ASU","ASU","ASU","Plants",4193,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,35.9137,-121.378799,1949-10-30,"GBIF","UCSC","UCSC","UCSC",NA,4857,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,35.813721,-121.277702,1969-06-16,"GBIF","UCSB","UCSB","UCSB",NA,4856,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,36.053963,-121.489905,1959-04-12,"GBIF","UCSB","UCSB","UCSB",NA,4856,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D. Don) D. Don ex Poit.","Pinaceae","Abies bracteata","(D. Don) D. Don ex Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) D. Don ex Poit.","N","Native to region, as per checklist","usda",0,"N",NA,NA,37.750869,-119.51983,NA,"traits","traits","traits",NA,NA,NA,"trait occurrence"
"Abies bracteata","Pinaceae","Abies bracteata (D. Don) D. Don ex Poit.","Pinaceae","Abies bracteata","(D. Don) D. Don ex Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) D. Don ex Poit.","N","Native to region, as per checklist","usda",0,"N","N",NA,37.750869,-119.51983,2001-10-03,"FIA","U.S. Forest Inventory and Analysis (FIA) National Program","Greg Reams",NA,NA,31,"plot"
"Abies bracteata","Pinaceae","Abies bracteata (D.Don) Poit.","Pinaceae","Abies bracteata","(D. Don) Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) Poit.","N","Native to region, as per checklist","usda",0,"N",NA,NA,36.05,-121.47,NA,"GBIF","K","K","K","Herbarium",4513,"specimen"
"Abies bracteata","Pinaceae","Abies bracteata (D. Don) D. Don ex Poit.","Pinaceae","Abies bracteata","(D. Don) D. Don ex Poit.","gymnosperms (conifers)","Accepted","Pinaceae","(D. Don) D. Don ex Poit.","N","Native to region, as per checklist","usda",0,"N",NA,NA,37.750869,-119.51983,NA,"traits","traits","traits",NA,NA,NA,"trait occurrence"
