"source_provider","provider_dataset_id","zenodo_record_id","doi","query_term","title","authors","abstract","source_subjects","field_of_science","storage_size","candidate_score","candidate_keep","candidate_rationale"
"zenodo","zenodo:19588347","19588347","10.5281/zenodo.19588347","""plant height"" trait","Hydraulic-Economic Trait Networks Reveal Divergent Drought Adaptation Strategies of Conservative and Acquisitive Plants","Li, Shasha; Wang, Hui-Min; Niu, Wen-Tao; Dai, Zhuo; Zhou, Jie; Lv, Guang-Hui; Yang, Xiao-Dong",,,"dataset",,11,TRUE,"plant_hits=1; trait_hits=2; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:18864076","18864076","10.5281/zenodo.18864076","""plant height"" trait","PlantAI – Part 1: Metadata and Primary Imagery (Right Camera)","Rossander, Morgan; Lideskog, Håkan; Bergström, Per; Hansson, Linnea","Introduction This dataset is part of the plantAI project and contains images and field inventory data of tree seedlings in Swedish forestry. The dataset includes: Field inventory data for individual seedlings Site and environmental properties Image metadata Images from the right camera lens Annotation of a subset of the right camera images Images from the left camera lens are provided in a separate dataset. See the ""Related works"" section for links to associated datasets. Dataset structure The dataset is organized as follows: Images are provided as zip archives containing approximately 3000 images each, ordered by photo timestamp. seedling_observations.csv:&nbsp; The main data file containing seedling inventory data, image metadata, and site properties. Each row corresponds to one image. All categorical variables encoded as numeric codes are supplemented by a corresponding ""_label"" column containing human-readable descriptions. columns.csv: Describes all columns in seedling_observations.csv, including type and definitions. codebook.csv Lists and describes all categorical codes used in the dataset. labelstudio_annotation_photo_angles_2-5.zip Annotations of a subset of the images Only side views are represented, that is photo_angle 2-5.&nbsp; Region of interest as bounding box Seedling as oriented bounding box Seedling pose keypoints Column details Detailed column descriptions are provided in columns.csv. This section highlights selected variables. Column: `planting_spot` The `planting_spot` variable describes the type of soil preperation done at the planting location, based on visual judgement, and the types are defined as: Code Description SWE Description ENG 1 Omv&auml;nd torva mineral Inverted turf with mineral soil 2 Omv&auml;nd torva utan mineral Inverted turf without mineral soil 3 Grop, h&ouml;gt l&auml;ge Pit, elevated position 4 Grop, l&aring;gt l&auml;ge Pit, low position 5 G&aring;ngj&auml;rn Hinge 6 Mineralfl&auml;ck Mineral spot 7 Pytsning mineraljord Spread of mineral soil 8 Pytsning humus Spread of humus 9 St&ouml;rd humus Disturbed humus 10 K&ouml;rsp&aring;r Track rut 11 Invers Inversion 12 Omarkberett No preparation 13 Odefinierad Undefined Column: `site_preparation_method` The `site_preparation_method` column describes the type of soil preparation done on the site as whole, and are defined as: Code Description SWE Description ENG 0 Ingen None 1 Ok&auml;nd Unknown 2 Harvning Scarification 3 Gr&auml;vmaskin Excavator 4 Gr&auml;vmaskin, utan entrepren&ouml;r Excavator, non-entrepreneur 5 Gr&auml;vmaskin med vissa sp&aring;r, liknande harvning Excavator with some pulled tracks (similar to scarification) 6 H&ouml;gl&auml;ggning Mounding 7 Fl&auml;ck, h&ouml;gl&auml;ggning Spot mounding 8 Delvis h&ouml;gl&auml;ggning Partial mounding Soil types The soil types are based on the Soil types 1:25 000&ndash;1:100 000 dated 2018-01-30, provided by SGU &ndash; Geological Survey of Sweden. The GNSS position of each seedling was used to extract soil type information from two map layers: Parent Material &ndash; Base Layer (JG2):&nbsp;Represents the dominant soil type at ~0.5 m depth. This includes areas of exposed bedrock or thin soil layers. All data points have a value in this layer. Surface Layer &ndash; Thin or Discontinuous (JY1): Represents surface layers thinner than ~0.5 m, or discontinuous layers averaging 0.5&ndash;1 m. Common examples include thin peat or till on bedrock. If present, JY1 overlays JG2. The following soil types appear in the dataset: Code Description SWE Description ENG 5 K&auml;rrtorv Fen peat 19 Postglacial finlera Postglacial clay 40 Glacial lera Glacial clay 48 Glacial silt Glacial silt 55 Is&auml;lvssediment, sand Glaciofluvial sediment, sand 75 Torv Peat 95 Sandig mor&auml;n Sandy till 100 Mor&auml;n Till 888 Berg Rock 890 Urberg Bedrock (Precambrian rock) Label Studio annotation The annotations are provided as exported from open source software Label Studio .&nbsp; Data quality and uncertainty Several variables in the dataset are based on field observations and manual classification, including species, planting spot type, seedling vitality, and vegetation within the planting spot. These variables are subject to observer interpretation and may include classification uncertainty.&nbsp; Position data is provided together with estimated horizontal and vertical errors in meters (as provided from the GNSS).",,"dataset",,20,FALSE,"plant_hits=6; trait_hits=0; measurement_hits=1; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19568492","19568492","10.5281/zenodo.19568492","""plant height"" trait","Raw data sets of scored morphological traits for Pterocarpus rotundifolius s.l.","Albreht, Laura","Raw data sets of scored vegetative, floral and fruit traits for Pterocarpus rotundifolius s.l. Numbers next to trait codes indicate multiple measurements taken for that particular trait. List of traits scored in morphological analysis is also added. Units of measurements and different states for qualitative traits are specified in the parentheses in the &lsquo;Trait&rsquo; column.",,"dataset",,13,TRUE,"plant_hits=1; trait_hits=2; measurement_hits=1; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19564950","19564950","10.5281/zenodo.19564950","""plant height"" trait","Hierarchical trait-environment relationships: unveiling drivers of phytoplankton size across ecological levels of organization in tropical lakes","For revision",,,"dataset",,4,FALSE,"plant_hits=0; trait_hits=1; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19557465","19557465","10.5281/zenodo.19557465","""plant height"" trait","Data for the manuscript ""Grazer diversity indirectly increases aquatic plant consumption and modifies epiphytic diatom traits""","Salo, Tiina","This is the data for the manuscript ""Grazer diversity indirectly increases aquatic plant consumption and modifies epiphytic diatom traits"" by Tiina Salo, Marie C. Nordstr&ouml;m and Leena Virta submitted for review.&nbsp; The file consists of data from grazing assays along an exposure-gradient consisting of naturally varying grazer communities, aquatic plant species, and epiphytic diatoms. &nbsp; The data includes variables linked to the grazer community (grazer taxa richness, biomass of different taxa and total biomass), the plant community (species used in the grazing assay, grazing, grazing rate and biomass-standardized grazing rates), and the epiphytic diatom community (species richness, shannon diversity, functional dispersion, community weighted mean traits, and dissimilarities in community composition). &nbsp; File:&nbsp; data_Grazer_diversity_indirectly_increases_aquatic_plant_consumption_and_modifies_epiphytic_diatom_traits_.csv &nbsp; Below is a list of column labels and the clarification for the data:&nbsp; Sample: Running sample number site: &nbsp;Site number treatment: treatment (G= grazing, C=control) replicate: replicate n=2-5 n_grazer_taxa: grazer taxa richness Gammarus_BM: biomass of Gammarus spp. Idotea_BM: biomass of Idotea balthica Jaera_BM: biomass of Jaera albifroms Theodoxus_BM: biomass of Theodoxus fluviatilis Radix_BM; Biomass of Radix balthica Hydrobia_BM: biomass of Hydrobia ulvae Sinelobus_BM: biomass of Sinelobus vanhaareni crustacean_BM: biomass of crustacean grazers gastropod_BM: biomass of gastropod grazers total_BM: total biomass of grazers Plant_species: plant species used in grazing assays total_grazing_mg: total grazing as mg per assay total_graz_mg_h: total grazing as mg per h total_grazing_mg_h_g: total grazing as mg per h per g grazers diatom_S: Species richness of diatoms diatom_H_loge: Shannon diversity of diatoms diatom_FDis: Functional dispersion of diatoms CWM.Size_S: community weighted mean (CWM) of trait size category S CWM.Size_L: CWM of trait size category L CWM.Mobile: CWM of trait category mobile CWM.Non.mobile: CWM of trait category non-mobile CWM.Non.attached: CWM of trait category &nbsp;non-attached CWM.Att_Adnate: CWM of trait category adnate CWM.Att_Pedunculate: CWM of trait category pedunculate CWM.Att_Pad: CWM of trait category pad attached CWM.Att_Stalk: CWM of trait category &nbsp;stalk -attached CWM.Colonial: CWM of trait category colony-forming CWM.Non.colonial: CWM of trait category not colony-forming CWM.LF_High.profile: CWM of trait category high-profile CWM.LF_Low.profile: CWM of trait category &nbsp;low-profile CWM.LF_Motile: CWM of trait category motile CWM.LF_Planktonic: CWM of trait category planktonic CWM.N_fixer: CWM of trait category nitrogen-fixer CWM.Non.N_fixer: CWM of trait category non-nitrogen-fixer x_dissimilarity: dissimilarity between grazed diatom comumunity and the average of non-grazed communities in the same site &nbsp; &nbsp;","ecology; species interactions; ecosystem process; biodiversity","dataset",,-10,FALSE,"veto_match=diatom trait"
"zenodo","zenodo:19535967","19535967","10.5281/zenodo.19535967","""plant height"" trait","Особливості формування висоти рослин сорго зернового під впливом мікродобрив та регуляторів росту у різні фази розвитку","Titarenko, Oksana; Karpuk, Lesia","Набір даних містить результати польових досліджень щодо динаміки формування висоти рослин двох гібридів сорго зернового &mdash; Брігга та Ютамі &mdash; у різні фенологічні фази: повні сходи, кущення, вихід в трубку, викидання волоті, цвітіння та повна стиглість зерна. Досліджувались варіанти без мікродобрив та із застосуванням мікродобрив Альфа-Гроу-Екстра і Інтермаг у поєднанні з регуляторами росту Регоплант і Стимпо (або без них). Висота рослин гібрида Брігга у фазі повної стиглості зерна коливалася в межах 118,5&ndash;124,8 см, гібрида Ютамі &mdash; 111,1-117,2 см. Застосування мікродобрива Альфа-Гроу-Екстра у поєднанні зі Стимпо забезпечувало найвищі показники висоти рослин у обох гібридів на фінальних фазах розвитку. Роки досліджень 2019-2021.","сорго зернове; висота рослин; фенологічні фази; динаміка росту; мікродобрива; регулятори росту; гібриди; grain sorghum; plant height; phenological phases; growth dynamics; microfertilizers; plant growth regulators; hybrids; panicle emergence; crop development","dataset",,13,TRUE,"plant_hits=1; trait_hits=1; measurement_hits=0; exclude_hits=0; kw_hits=1"
"zenodo","zenodo:19852463","19852463","10.5281/zenodo.19852463","""hydraulic conductivity"" stem plant","Questionnaire with university students on STEM studies in Higher Education (QSTEMHE). Dataset from STEM students from Brazilian Higher Education Institutions","Shzu, Maura Angélica Milfont; Verdugo-Castro, Sonia; García-Holgado, Alicia","This dataset originates from a research study analyzing university students' perceptions of gender in STEM (Science, Technology, Engineering, and Mathematics) fields across Brazil and Spain. It explores the intersection of gender, race, and academic fields to uncover the cultural, social, and systemic influences on opinions about gender disparities in STEM education and careers. The dataset includes responses from 1,298 participants in Brazil and comparative data from Spain, collected using a validated questionnaire (QSTEMHE, Questionnaire with university students on STEM studies in Higher Education). The questionnaire assesses gender stereotypes, self-perceptions, interest, attitudes, and expectations regarding STEM fields. The Brazilian data was adapted for linguistic and cultural relevance and incorporates additional variables like race, which was not included in the Spanish analysis. Empirical Dimensions : Gender Stereotypes (GS) Perceptions and Self-Perceptions (PSP) Interest in STEM (INT) Attitudes (AC) Expectations about Sciences (EXP) Methodology: The data was collected through an online questionnaire distributed across higher education institutions in Brazil, ensuring representation of diverse academic levels, socioeconomic statuses, and racial backgrounds. The analysis includes descriptive and inferential statistics, such as Mann-Whitney U tests, to explore differences by gender, field of study, and race.","dataset; gender gap; Brazil","dataset",,3,FALSE,"plant_hits=1; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19824756","19824756","10.5281/zenodo.19824756","""hydraulic conductivity"" stem plant","INNOVATIVE SOLUTIONS FOR IMPLEMENTING THE STEAM APPROACH IN PRESCHOOL EDUCATION","Raxmonova Dilfuza Maxmudovna","This article examines innovative solutions for implementing the STEAM approach in preschool education. The relevance of the topic is determined by the growing need to improve the quality of early childhood education through integrated, child-centered, and creativity-oriented teaching methods. The purpose of the study is to analyze effective and innovative ways of introducing Science, Technology, Engineering, Arts, and Mathematics into preschool learning environments. The research is based on a qualitative analytical approach and uses descriptive and comparative methods. Scholarly literature, policy documents, and contemporary pedagogical practices related to early childhood STEAM education were reviewed and synthesized. The results show that the successful implementation of STEAM in preschool education depends on several key factors, including integrated thematic activities, play-based and project-based learning, flexible classroom organization, the creative use of low-cost materials, balanced use of digital tools, teacher professional development, and cooperation with families and communities. The study also identifies major barriers such as insufficient teacher training, limited methodological support, and traditional teaching practices that restrict child-centered learning. The discussion highlights that innovation in preschool STEAM should not be understood only as the use of technology, but also as pedagogical, organizational, and methodological renewal. The article concludes that the STEAM approach has strong potential to support children&rsquo;s holistic development, curiosity, creativity, communication, and early problem-solving skills when applied in developmentally appropriate ways. The findings may serve as a theoretical and practical basis for improving preschool educational practice and for guiding future empirical research in this field.",,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19843393","19843393","10.5281/zenodo.19843393","""SLA"" plant trait","A SOCIAL-EMOTIONAL LEARNING-BASED APPROACH TO ENHANCING COMMUNICATIVE COMPETENCE IN SECOND LANGUAGE ACQUISITION","Mirzayeva Dildora Xasan qizi","The study examines the effectiveness of Social-Emotional Learning (SEL)-based instructional approaches in improving communicative abilities within the process of second language acquisition (SLA). Traditional language teaching methods tend to emphasize grammatical accuracy and linguistic knowledge; however, they often overlook the crucial role that social and emotional factors play in language learning development. This research explores how fostering emotional awareness, self-regulation, and social competence through structured training can enhance students&rsquo; communicative performance, drawing on theories of communicative competence and SEL frameworks. The study adopts a mixed-methods research design and involves undergraduate students at the intermediate (B1) level who have no philological background. An SEL-based language learning program was implemented during regular instructional sessions to examine its impact on learners&rsquo; communicative development. Qualitative data were collected through classroom observations, learner reflections, and semi-structured interviews, while quantitative data were obtained from pre- and post-tests designed to measure communicative competence. The findings indicate that students exposed to the SEL-based intervention achieved statistically significant improvements in overall communication skills, particularly in sociolinguistic and strategic competence. In addition, the results show that the integration of SEL principles contributed to increased learner motivation, enhanced communicative performance, and a noticeable reduction in language anxiety. The study emphasizes the educational benefits of integrating Social-Emotional Learning (SEL) principles into second language learning, as learners demonstrate improved language performance when taught in emotionally supportive environments. The findings contribute to the growing body of research suggesting that effective language education should develop not only cognitive abilities but also learners&rsquo; social and emotional competencies alongside linguistic skills. The study further offers recommendations for future research, as well as for teacher training programs and curriculum development aimed at promoting more holistic and effective approaches to language instruction.",,"dataset",,4,FALSE,"plant_hits=0; trait_hits=1; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19821634","19821634","10.5281/zenodo.19821634","""SLA"" plant trait","A METHODOLOGICAL FRAMEWORK FOR INTEGRATING AI TOOLS IN GAME-BASED EFL INSTRUCTION","Atamuratova Mexribon Kamarbek qizi; Mukhitdinova Munira Ravshanovna","This study develops a theoretically grounded framework for integrating artificial intelligence (AI) tools into gamified English as a Foreign Language (EFL) instruction. While AI technologies and gamification are widely adopted, their integration often lacks alignment with core second language acquisition (SLA) mechanisms. This study addresses this gap by proposing a mechanism-based model that links AI functionalities&mdash;such as adaptive feedback, conversational agents, and speech recognition&mdash;with gamified learning structures to support vocabulary acquisition and speaking development. The framework conceptualizes learning as a recursive cycle involving input, noticing, cognitive processing, interaction, output, and feedback. The study contributes a structured pedagogical model that clarifies how technological affordances can support language learning processes and offers a context-sensitive perspective applicable to emerging EFL environments. The framework provides a foundation for future empirical validation and instructional design.",,"dataset",,8,FALSE,"plant_hits=0; trait_hits=2; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19855039","19855039","10.5281/zenodo.19855039","""trait-based"" plant ecology","Temperature time series from a Mediterranean coastal lagoon (s'Estany des Peix, Balearic Islands, Spain): raw data and daily summary metrics from inner and outer stations","Sureda, Antoni; Lombardo, Jessica; Ribas-Taberner, Maria del Mar; Quetglas-Llabrés, Maria Magdalena; Gil, Llorenç; Tejada, Silvia; Pinya, Samuel; Compa, Montserrat","This dataset provides high-frequency temperature records from the coastal lagoon of s&rsquo;Estany des Peix (Formentera, Balearic Islands, Spain), obtained using submerged loggers deployed at two locations: the inner lagoon and the outer mouth connecting the lagoon with the Mediterranean Sea. Temperature measurements were recorded at 15-minute intervals over approximately one year, generating a high-resolution time series of thermal variability in a shallow, semi-enclosed Mediterranean system. The dataset includes both the original raw temperature records, and derived daily summary metrics (minimum, maximum, and mean temperature) for each location. These data provide a detailed characterization of short-term thermal fluctuations and environmental variability experienced by benthic communities. The dataset was generated to support the interpretation of physiological responses of native macroalgae in relation to the presence of the invasive species Batophora occidentalis . The dataset is intended to facilitate reuse in ecological, climatological, and coastal lagoon studies, particularly those addressing environmental variability, biological invasions, and stress ecology in Mediterranean systems.",,"dataset",,-10,FALSE,"veto_match=temperature.*lagoon|lagoon.*temperature|temperature.*station"
"zenodo","zenodo:19840580","19840580","10.5281/zenodo.19840580","""trait-based"" plant ecology","The new Dataset of the paper ""The lifecycle and mechanisms of the near-field Yellow River plume front""","Wang, Tao; Xu, Dan; Chen, Zhixing","The Dataset of the paper ""The lifecycle and mechanisms of the near-field Yellow River plume front"". The file names correspond to the figures in the paper.",,"dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19828139","19828139","10.5281/zenodo.19828139","""trait-based"" plant ecology","weecology/PortalData: 6.70.0","S. K. Morgan Ernest; Glenda M. Yenni; Ginger Allington; Ellen K. Bledsoe; Erica M. Christensen; Renata Diaz; Keith Geluso; Jacob R. Goheen; Qinfeng Guo; Edward Heske; Douglas Kelt; Joan M. Meiners; Jim Munger; Carla Restrepo; Douglas A. Samson; Michele R. Schutzenhofer; Marian Skupski; Sarah R. Supp; Katherine M. Thibault; Shawn D. Taylor; Ethan P. White; Diane W. Davidson; James H. Brown; Thomas J. Valone","v6.70.0","ecology; time-series; long-term; continuous analysis","dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19813940","19813940","10.5281/zenodo.19813940","""trait-based"" plant ecology","Simulation Dataset: Air-breathing synchrony in juvenile Arapaima gigas reveals collective coordination under individual physiological constraints","Bartashevich, Palina; Francisco, Fritz A.; Escurra-Alegre, Alessandra; Schäfer, Fabian; Wuertz, Sven; Krause, Jens; Kloas, Werner; Bierbach, David","This is a supplementary simulation dataset to reproduce Figs. 4-7 of the manuscript ""Air-breathing synchrony in juvenile Arapaima gigas reveals collective coordination under individual physiological constraints"" by Bartashevich et al. General Structure The archive is organized into four folders, each corresponding to a figure in the manuscript: Fig4/ Fig5/ Fig6/ Fig7/ All simulation data are provided as NumPy .npy files, except for Figure 7, which uses .csv format. ______________________________________________________________________________________________ - Fig4 This folder contains data for homogeneous (Fig. 4A&ndash;F) and heterogeneous (Fig. 4G&ndash;K) group compositions. File naming convention: Files are named according to: Breathing type ( pers1 &ndash; pers6 ) Number of agents (e.g., Npop200 ) Coupling strength parameter ( beta , ranging from 0 to 30) File contents: histvalues : Raw breathing interval data from 10 simulation runs, each with 1000 time steps ( dt = 0.01 ) mean : Mean breathing interval std : Standard deviation of breathing intervals laplace_emp_arr : Results of a two-sided Kolmogorov&ndash;Smirnov test against a Laplace distribution with empirical scale parameter b=3.55 laplace_stst_arr : Results of a two-sided Kolmogorov&ndash;Smirnov test against a fitted Laplace-like distribution Metric files contain arrays evaluated across all coupling strengths ( beta = 0&ndash;30 ). Note (heterogeneous groups in Fig. 4G-K): pers3 : Groups composed of three breathing types pers6 : Groups composed of six breathing types ______________________________________________________________________________________________ - Fig5 This folder contains all data required to reproduce Figure 5. File naming follows the same conventions as in Fig4, with an additional parameter: perc_slow : Number of agents of the slowest breathing type ( pers4 ) Range: 0&ndash;67 for Npop100 Range: 0&ndash;133 for Npop200 ______________________________________________________________________________________________ - Fig6 This folder contains data for simulations with partaking. File naming convention includes: Number of agents (e.g., Npop200 ) Intra-cluster coupling strength ( bintra : 5, 10, 15, 20, 25, 30) Inter-cluster coupling strength ( binter : 0.0&ndash;1.0 in steps of 0.1) File contents: sum_of_sqr_diff_arr : Data for Fig. 6A laplace_pvalues : Data for Fig. 6B std : Data for Fig. 6C histvalues , probs : Data for Fig. 6D&ndash;G ______________________________________________________________________________________________ - Fig7 This folder contains three .csv files corresponding to Fig. 7A&ndash;C. The files include the following columns used for visualization: compromise_id (x-axis) breathing_gr_r_corresponding (y-axis) para_id (color hue) Visualization: Plots can be reproduced using the scatterplot function from the Seaborn library in Python. ______________________________________________________________________________________________",,"dataset",,4,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=2; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19821864","19821864","10.5281/zenodo.19821864","""trait-based"" plant ecology","Data for Temporal links in avian migration schedules across the annual cycle","Vojtěch, Brlík; Petr, Procházka; D. Ryan, Norris",,,"dataset",,-10,FALSE,"veto_match=avian"
"zenodo","zenodo:19735469","19735469","10.5281/zenodo.19735469","""trait-based"" plant ecology","Replication data and codes for ""Predicting unknown mammalian viral hosts using Dynamic Positive-Unlabeled learning""","Pignalberi, Gabriele; Tonelli, Andrea; Giagu, Stefano; Di Marco, Moreno","This repository contains the data used to produce the research results, the research results themselves, and the associated code for the work ""Predicting unknown viral hosts using Dynamic Positive-Unlabeled learning"".","Positive-Unlabeled Learning; Graph Neural Networks; Link Prediction; Mammal-virus associations","dataset",,-5,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=1; kw_hits=0"
"zenodo","zenodo:6993550","6993550","10.5061/dryad.wstqjq2q6","""grass traits""","Grazing lawns and overgrazing in frequently grazed grass communities","Hempson, Gareth; Parr, Kate; Lehmann, Caroline; Archibald, Sally","Frequent grazing can establish high forage value grazing lawns supporting high grazer densities, but can also produce overgrazed grass communities with unpalatable or low grass basal cover, supporting few grazers. Attempts to create grazing lawns via concentrated grazing, with a goal to increase grazer numbers, are thus risky without knowing how environmental conditions influence the likelihood of each outcome. We collected grass species and trait data from 33 frequently grazed grass communities across eastern South Africa (28 sites) and the Serengeti National Park, Tanzania (5 sites), covering wide rainfall (336–987 mm.yr-1) and soil (e.g. 44–93% sand) gradients. We identified four grass growth forms using hierarchical clustering on principal components analyses of trait data, and assessed trait-environment and growth form-environment relationships using fourth corner and principal components analyses. We distinguished two palatable grass growth forms that both attract yet resist grazers, and comprise grazing lawns: 1) 'lateral attractors' that spread vegetatively via stolons and rhizomes, and 2) 'tufted attractors' that form isolated tufts, and may have alternate tall growth forms. By contrast, 3) tough, upright, tufted 'resisters', and 4) 'avoiders' with sparse architectures or that grow appressed to the soil surface, are of little forage value and avoided by grazers. Grazing lawns occurred across a wide range of conditions, typically comprising lateral attractor grasses in drier, sandy environments, and tufted attractor grasses in wetter, low-sand environments. Resisters occurred on clay-rich soils in mesic areas, while avoiders were widespread but scarce. While grazing lawns can be established under most conditions, monitoring their composition and cover is important, as the potential for overgrazing seems as widely relevant. Tufted attractor-dominated lawns appear somewhat more vulnerable to degradation than lateral attractor-dominated lawns. Increased avoider or resister abundance both reduce forage value, although resisters may provide better soil protection.","degradation; environmental constraints; grass traits; growth forms; palatability; species composition; Poaceae","dataset",,24,TRUE,"plant_hits=2; trait_hits=3; measurement_hits=0; exclude_hits=0; kw_hits=1"
"zenodo","zenodo:5904670","5904670","10.7941/D17W62","""grass traits""","Burn hot or tolerate trees: flammability decreases with shade tolerance in grasses","Gao, Xiulin; Schwilk, Dylan","In ecosystems where trees and grasses coexist, some grass species are found only in open habitats and others persist under trees. The persistence of shade intolerant grasses in ecosystems such as open woodlands and savannas depends on recurrent fires to open the tree canopy. Therefore, grasses that depend on open sites might benefit from high flammability. We tested if shade intolerant grasses are more flammable than shade tolerant grasses and if flammability differences affected post-fire grass growth. We examined the relationship between shade tolerance and flammability by determining individual-level flammability and species shade tolerance of 17 grass species. We also measured grass traits to determine trait effects on flammability and the post-fire response. Grass species varied in flammability, mainly in the amount of heat produced during burning. Shade tolerant species produced less heat at 50 cm above the ground. Biomass and live fuel moisture had the greatest effects on heat release. However, the negative effect of live fuel moisture on heat release at the soil surface was weakened in plants with high specific leaf area. In addition, grass bulk density negatively influenced heat release at 50 cm height. Heat release at the soil surface negatively influenced post-fire growth. However, the influences of soil heating and species-specific traits on individual survival were more complex with 2- and 3-way interactions. Shade tolerance was negatively correlated with a major axis of flammability variation: shade tolerant grasses produced less heat where that heat could damage tree boles. Such heterogeneity in grass flammability may help maintain the tree-grass mixture in natural plant communities. If shade tolerant grasses near trees cause less fire damage to woody plants, especially tree saplings, this may weaken positive grass-fire feedbacks and thus aid the long-term coexistence of trees and grasses.","fire; grass; flammability; shade tolerance; post-fire response; ecological strategy","dataset",,45,TRUE,"plant_hits=7; trait_hits=5; measurement_hits=2; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:5024121","5024121","10.5061/dryad.512m0","""grass traits""","Data from: Different-sized grazers have distinctive effects on plant functional composition of an African savannah","van der Plas, Fons; Howison, Ruth A.; Mpanza, Nokukhanya; Cromsigt, Joris P. G. M.; Olff, Han","Grazing ungulates play a key role in many ecosystems worldwide and can form diverse assemblages, such as in African savannahs. In many of these ecosystems, present-day ungulate communities are impoverished subsets of once diverse assemblages. While we know that excluding all ungulates from grasslands can exert major effects on both the structure and composition of the vegetation, how different individual ungulate species may have contrasting effects on grassland communities remains poorly understood. Here, we performed a long term ""Russian doll"" grazing exclosure experiment in an African savannah to test for the effects of different size classes of grazers on grassland structure and composition. At five sites, grazer species of decreasing size class (ranging from white rhino to scrub hare) were excluded using four fence types, to experimentally create different realized grazer assemblages. The vegetation structure and the grass functional community composition were characterized in six different years over a 10 year period. Additionally, animal footprints were counted to quantify the abundance of different ungulate species in each treatment. We found that while vegetation height was mostly driven by total grazing pressure of all species together, ungulate community composition best explained the functional community composition of grasses. In the short term, smaller ungulate species ('mesoherbivores') had strongest effects on vegetation composition, by shifting communities towards dominance by species with low specific leaf area and low nutritional value. In the long term, large grazers had stronger but similar effects on the functional composition of the system. Surprisingly, the largest 'mega-herbivore', white rhinoceros, did not have strong effects on the vegetation structure or composition. Synthesis. Our results support the idea that different size classes of grazers have varying effects on the functional composition of grassland plant communities. Therefore, the worldwide decline in the diversity of ungulate species is expected to have (had) major impacts on community composition and functioning of grassland ecosystems, even if total grazing pressure has remained constant, e.g., due to replacement by livestock.","plant–herbivore interactions; mesoherbivores; savannah; white rhino; bunch grass; grazing lawns","dataset",,38,TRUE,"plant_hits=7; trait_hits=5; measurement_hits=1; exclude_hits=1; kw_hits=0"
"zenodo","zenodo:19825153","19825153","10.5281/zenodo.19825153","""tree traits"" tropical","Reanalysis cyclone tracks and summary table","Hodges, Kevin; Saffin, Leo","This dataset includes cyclone tracks and a summary table. The cyclone tracks have been tracked with TRACK using ERA5 (1940-2024) and JRA3Q (1948-2024). The tracks also include cyclone phase space parameters (calculated by TRACK). The track files have been condensed into a single netCDF per reanalysis using the code at (https://github.com/leosaffin/jasmin-tracks/) and can be loaded with huracanpy . The summary table contains information on matching across datasets, and with IBTrACS, and whether they would be identified as tropical cyclones using various criteria. It has been saved as parquet using pandas, and can be opened with pd.read_parquet Paper is about to be submitted. Details will be updated pending review","cyclone tracks; tropical cyclones","dataset",,0,FALSE,"plant_hits=0; trait_hits=0; measurement_hits=0; exclude_hits=0; kw_hits=0"
"zenodo","zenodo:19844137","19844137","10.5281/zenodo.19844137","""tree traits"" tropical","Dataset of coral-associated bacterial communities based on 16S rRNA V3 amplicon sequencing","Alina, Dining Nika","This dataset contains raw 16S rRNA V3 amplicon sequencing data and processed QIIME 2 outputs from coral tissue microbiome samples collected in a tropical reef environment in Indonesia. The released dataset includes five high-quality coral tissue samples retained after sequence quality-control assessment. The package provides raw FASTQ files together with processed bioinformatic outputs such as feature or OTU tables, taxonomic assignments, and supporting metadata. This resource is intended to support future studies on coral-associated bacterial communities and to improve the public availability of coral microbiome sequencing data.",,"dataset",,-10,FALSE,"veto_match=coral"
"zenodo","zenodo:19835189","19835189","10.5281/zenodo.19835189","""tree traits"" tropical","Data and code for: [Distinct changes in tropical cyclone seasons between the Western North Pacific and North Atlantic under high-level carbon dioxide climate simulations]","Wu, Yanjie","This Zenodo record provides the raw plotting data and the original Python code used to generate the figures in the associated manuscript. The archive includes the&nbsp; datasets (NetCDF and/or excel files) and the plotting python scripts required to reproduce the manuscript figures. Software requirements Reproduction requires Python 3 with the following packages: basemap matplotlib scipy numpy xarray netCDF4 pandas Notes on reproducibility. To reproduce the figures, run the scripts as provided; file paths may need to be adjusted to match the local directory structure.",,"dataset",,8,FALSE,"plant_hits=0; trait_hits=1; measurement_hits=2; exclude_hits=0; kw_hits=0"
